datetime,timber_production,cereal_production,rainfall,temperature,latitude,longitude
2018-08-01,1650751,3513322,high,low,8.465597331457744,45.34403027915948
2018-09-01,2446134,8261298,high,low,5.4696136034155325,39.767160799201676
2018-12-01,1664518,29759288,high,low,5.967349708498098,45.595798851160154
2018-02-01,195681,24696772,high,low,9.77827285318644,40.90881003321126
2018-02-01,539154,4378759,high,low,5.87828537307673,40.34663569830372
2018-03-01,2182378,16346719,high,low,8.750020044205744,36.068620696492665
2018-09-01,2982707,5528873,high,low,9.463810558281878,37.09890398829178
2018-11-01,1267992,9348100,high,low,11.169915928227443,38.36125258909394
2018-07-01,2687444,27864601,high,low,6.918482920401626,42.685425751210026
2018-01-01,825865,22442797,high,low,9.135657168845142,34.16819065841106
2018-05-01,1651041,16547456,high,low,5.7375808113708215,36.76167549927217
2018-12-01,838388,2036172,high,low,12.479760531448871,37.038183888936416
2018-10-01,1662478,18908684,high,low,12.372294322628553,35.861396092118966
2018-07-01,2613565,1259968,high,low,8.151080430901644,46.16004823591826
2018-01-01,1706254,15435438,high,low,12.82509214442758,38.77889078897714
2018-04-01,1445613,7892324,high,low,6.709778008670815,40.53889147986545
2018-07-01,931794,25385261,high,low,5.56407571938244,44.02659634666336
2018-12-01,1036893,3128702,high,low,9.604323602800093,38.9931866636638
2018-06-01,2023652,22506592,high,low,9.695412250510952,40.89731411622812
2018-10-01,1876183,20858665,high,low,11.924811316939545,38.57691265465613
2018-10-01,1007949,27711284,high,low,4.671857033105181,42.51948727948606
2018-06-01,1858498,28131205,high,low,7.90406911551487,42.09343933649667
2018-11-01,2335699,19782305,high,low,6.230308162499719,36.50243652547193
2018-10-01,1655235,29894183,high,low,7.56296987216427,44.905686338678315
2018-07-01,971980,22831812,high,low,8.713739190541869,36.29489899868519
2018-12-01,926480,23915331,high,low,10.22964430554833,42.39730511405721
2018-10-01,155579,3745039,high,low,12.991195658299441,40.175173575173915
2018-11-01,404308,13617019,high,low,8.099649491614521,37.86989380183476
2018-10-01,2459271,19787853,high,low,12.65160596845225,36.199945048741064
2018-10-01,1917724,8754227,high,low,14.265946254907119,39.876690779612375
2018-01-01,2278283,21201597,high,low,10.498006853011562,37.98285861919932
2018-02-01,2145608,2851095,high,low,7.155336695695331,41.67885936997908
2018-08-01,1791175,6117633,high,low,7.349142230377657,35.56141771342792
2018-08-01,210136,523119,high,low,8.963378552862526,43.196899839511296
2018-01-01,1091431,17584441,high,low,14.528061570681876,39.141262775526364
2018-08-01,1717789,13808660,high,low,7.739132078405347,46.253401611926996
2018-06-01,945961,20326917,high,low,6.338959304257049,46.1035058879353
2018-09-01,1811159,14243976,high,low,6.78201418376025,38.55286065024153
2018-02-01,2279716,23746445,high,low,10.268247214363331,42.01372811238977
2018-02-01,2340814,20474347,high,low,7.573825397949624,38.627429221638074
2018-01-01,1289769,28129587,high,low,9.822854536788839,42.89872352345194
2018-10-01,1590671,28226469,high,low,14.414401676900496,39.695927251765184
2018-05-01,1288466,27797884,high,low,6.860717268274298,44.268830778517476
2018-02-01,1360831,29683527,high,low,7.292643096929234,39.96977208078811
2018-09-01,2463611,1935839,high,low,10.436719208457657,35.40886572864918
2018-09-01,2571342,11888427,high,low,6.699166778787289,41.80691761459394
2018-09-01,2422704,21629801,high,low,6.711916750559482,40.65872809532318
2018-03-01,2994582,11907380,high,low,11.18665250939604,41.75684784394927
2018-04-01,2646317,20293085,high,low,12.219886822952105,40.144667035999326
2018-03-01,2333769,10322090,high,low,3.912984796767844,38.11115589718143
2018-07-01,1317080,24943419,high,low,9.786676844457228,34.215003057703
2018-12-01,1346428,21352446,high,low,11.293665984399084,41.59030618463115
2018-04-01,969466,28873164,high,low,8.033997638954556,46.824575831094904
2018-01-01,1670653,3499691,high,low,10.772776795238993,35.775850059815994
2018-08-01,755060,10608690,high,low,4.975357616380007,43.22145196938037
2018-06-01,1220224,11584090,high,low,12.3669229150901,39.668780247788064
2018-03-01,1266715,23236171,high,low,6.375534903874367,41.957059294463136
2018-08-01,1448139,16033754,high,low,8.741674090128747,36.757795352655165
2018-12-01,151061,27552833,high,low,5.975215342641289,38.85267673795368
2018-09-01,210302,19466936,high,low,12.25626780611173,36.90547198778229
2018-07-01,596770,1934707,high,low,6.653690922852139,43.686443833693154
2018-09-01,2467491,29791471,high,low,11.506617456150899,40.38624967041237
2018-04-01,2125444,22386061,high,low,5.4951344215479905,41.87032698156001
2018-02-01,2029774,18840866,high,low,6.7291433106775544,44.84434668288769
