datetime,timber_production,cereal_production,rainfall,temperature,latitude,longitude
2018-10-01,1737323,11674733,low,medium,6.219575668617438,35.389939903686276
2018-09-01,1666414,10496862,low,medium,7.63068525481949,45.67982049628256
2018-01-01,793101,27958535,low,medium,4.991119560489765,38.35911545041734
2018-06-01,2862775,20438801,low,medium,5.823610641260324,37.03970780881646
2018-05-01,1913063,27732205,low,medium,14.278426068579668,36.607051295167665
2018-04-01,2384347,10015093,low,medium,7.409914529830351,34.536778231226144
2018-11-01,2265457,13828324,low,medium,6.432878787663228,44.40046252523307
2018-09-01,2086193,28319370,low,medium,12.093791479629148,38.4853312386052
2018-12-01,2605692,10245740,low,medium,5.730269948287849,43.92337396019145
2018-03-01,736211,20333755,low,medium,4.447307283358138,39.92517278960722
2018-10-01,2057809,2763637,low,medium,5.229377356883983,43.92699048942268
2018-12-01,1860589,15106097,low,medium,12.19737671395615,37.768066551981605
2018-06-01,867072,18620246,low,medium,5.731080355224935,39.17744503585453
2018-01-01,898662,1010847,low,medium,5.635350721162414,37.793852172484875
2018-12-01,2631137,4213520,low,medium,8.383608445740586,36.71525890581691
2018-10-01,2305824,4414061,low,medium,9.838964464145867,41.76819651831726
2018-02-01,2065104,7386017,low,medium,6.427875494675613,38.61121498639618
2018-11-01,934792,2278938,low,medium,11.472020412534006,37.842865953883965
2018-02-01,2972194,8871002,low,medium,9.708559384048899,41.257343230007336
2018-10-01,769109,20896669,low,medium,6.81273727706804,41.32882012330028
2018-02-01,2675222,5692396,low,medium,14.016209915016303,36.506571996969065
2018-07-01,1205629,20622445,low,medium,7.162177833439877,45.67534465981987
2018-03-01,832151,19053003,low,medium,13.986885661250144,36.999132171657905
2018-09-01,1163979,28892321,low,medium,5.677743926683643,41.328960236449284
2018-01-01,683377,29558754,low,medium,7.503948009019214,35.23863711459677
2018-11-01,759385,11009126,low,medium,6.650902309132604,43.73105213003087
2018-02-01,2020730,4103353,low,medium,7.8769003136561615,38.56224044624157
2018-05-01,2899186,1567315,low,medium,9.283060953093603,37.27517858940995
2018-02-01,1807477,576640,low,medium,5.013334214877611,41.27003060458206
2018-08-01,2502873,26582522,low,medium,9.198427674662074,40.04214068893839
2018-02-01,1311201,10374006,low,medium,10.783913916636559,41.526726959385684
2018-03-01,407212,19500048,low,medium,10.914729369093298,41.60528562384199
2018-01-01,2920669,122589,low,medium,11.285056827083707,38.08370935504808
2018-08-01,504585,16295520,low,medium,6.903706086975859,41.43423439747785
2018-08-01,1356007,6047000,low,medium,10.233563340866331,37.23112879418427
2018-06-01,1461636,28829019,low,medium,10.158854454805516,39.20676866277444
2018-08-01,1435183,13587662,low,medium,12.277872423486071,39.22018759711425
2018-04-01,152734,10883329,low,medium,6.562548930849163,37.229290313862876
2018-10-01,726820,7564638,low,medium,5.777706771552262,39.310388645895586
2018-01-01,1521703,25841167,low,medium,5.872779298774866,44.63921465325632
2018-05-01,1536469,22498364,low,medium,10.140157948330964,37.50888013758055
2018-06-01,912441,23153024,low,medium,9.419284097591266,35.78331074737157
2018-01-01,652713,29714202,low,medium,6.837440500914081,41.89421464188225
2018-05-01,2688742,2737520,low,medium,11.506622129710196,39.09571619525105
2018-10-01,736880,10053057,low,medium,8.125883803371675,40.54269138166383
2018-10-01,699830,13670924,low,medium,6.4396202091374946,36.83256794186494
2018-08-01,1869934,8570954,low,medium,12.620699968562556,40.073674398664465
2018-08-01,264273,6133729,low,medium,5.853244848899445,39.54832671839212
2018-06-01,1462538,19467733,low,medium,4.989867997597793,38.875683090546985
2018-02-01,2094783,18638114,low,medium,9.946949025663974,35.64507465055565
2018-03-01,146189,27774023,low,medium,4.580803189621722,39.70746120173537
2018-12-01,2050492,6281580,low,medium,6.644356095691284,35.18853522342729
2018-07-01,2774371,7189376,low,medium,7.726944040419123,39.00314005727435
2018-01-01,1220896,7827857,low,medium,11.887583492303005,39.988775078069885
2018-03-01,925072,9480192,low,medium,12.29804433998424,38.49630239352274
2018-01-01,1942583,7314173,low,medium,8.052532898991757,42.94756152164612
2018-09-01,909240,3963727,low,medium,11.50726772534493,36.652590538329605
2018-07-01,212877,16476348,low,medium,6.143244555269511,39.91388425690864
2018-01-01,450089,13447894,low,medium,8.260088025204878,38.77943659540098
2018-10-01,348023,25751377,low,medium,7.212145660520173,35.129708463521226
2018-07-01,452817,15776144,low,medium,11.192580617911982,41.26252749157908
2018-09-01,741724,23594970,low,medium,8.401761222610435,40.55510686544091
2018-02-01,2114214,25469257,low,medium,9.638954478759063,35.09485552962803
2018-03-01,591321,9293735,low,medium,12.188239204182556,39.22530522288736
2018-06-01,1786172,14742332,low,medium,14.258282433608926,40.11203372011158
2018-02-01,2185213,14539255,low,medium,7.501606937740254,44.44194082034632
2018-07-01,261836,25621129,low,medium,8.048125524542328,37.70492606629546
2018-12-01,2745824,15630813,low,medium,7.705239075039085,37.0462241673534
2018-05-01,1795570,5022238,low,medium,12.193617226814485,37.3062119546303
2018-01-01,415700,6459029,low,medium,13.03249917734105,36.77992949874327
2018-05-01,2346214,21573809,low,medium,9.487533903627046,39.54163683163244
2018-02-01,2247038,12564417,low,medium,3.7996158845343504,38.86194630847179
2018-10-01,2471200,29862283,low,medium,6.2088694152130275,39.947282309274016
2018-07-01,2029913,1864754,low,medium,13.815838199261178,36.54803015824864
2018-07-01,175659,11500478,low,medium,5.9696850099957395,39.1988164084694
2018-09-01,839062,21054226,low,medium,10.841617116458416,40.587275244392096
2018-11-01,706347,5843262,low,medium,8.396035841014484,38.91164992788611
2018-02-01,298174,25239220,low,medium,6.412103697014045,38.26625219987837
2018-07-01,2345336,18968297,low,medium,8.380829959624188,38.81894288286702
2018-03-01,1147101,12636400,low,medium,12.786650856895275,41.51154431821704
2018-08-01,2991968,17238963,low,medium,7.729267832800914,41.72445522974788
2018-02-01,1347211,10200608,low,medium,11.428797953203123,36.07746418520714
2018-03-01,1132941,28579180,low,medium,6.404025290979403,38.39213211354219
2018-06-01,2794179,9042575,low,medium,4.415034107556457,42.14417985264352
2018-08-01,1819634,29203274,low,medium,10.016857921938964,36.55519338055067
2018-03-01,2751975,26555742,low,medium,10.06524229557608,39.37850082623319
2018-12-01,470457,10139734,low,medium,9.482002508156448,37.458837385397864
2018-09-01,532309,15225473,low,medium,8.422349001342162,39.93887914321812
2018-06-01,2542138,10894532,low,medium,4.6660076882229715,41.39580484832855
2018-07-01,1728035,10424785,low,medium,10.069759486012508,41.558949606057695
2018-12-01,2481199,25560119,low,medium,4.01925170862128,41.39823279444319
2018-11-01,976421,9930305,low,medium,10.638038218744148,39.69007370460432
2018-08-01,553600,24860155,low,medium,5.761868171856115,43.19464078189599
2018-06-01,334756,4335528,low,medium,10.478382891401548,37.447266941993036
2018-08-01,2931294,12190931,low,medium,7.005637068795702,45.64651665455948
2018-07-01,183149,19705828,low,medium,4.815415974315735,35.89070012394797
2018-05-01,1808371,8077848,low,medium,12.43401020958003,40.50516733896563
2018-03-01,417421,4829516,low,medium,10.48907929361985,35.91676471456373
2018-02-01,238565,22976874,low,medium,8.261886290088093,39.412766418335664
2018-01-01,1333009,12363732,low,medium,6.630709913117992,44.29363523387146
2018-07-01,2718597,10387456,low,medium,6.544004209574999,36.58431743408549
2018-11-01,2433762,19070260,low,medium,7.824477622607651,39.33947940148221
2018-12-01,2948986,17942957,low,medium,4.909478375050106,42.357843513477356
2018-09-01,2363002,12670737,low,medium,5.503082080893913,40.940096194014075
2018-03-01,2378177,16057768,low,medium,5.689682714365368,41.00022067311535
2018-01-01,733291,21220966,low,medium,8.667182859749987,41.56528665777314
2018-11-01,1796248,7750483,low,medium,11.475069533685566,36.03678227214887
2018-05-01,2944079,171761,low,medium,6.304636036357648,41.3590036984604
2018-05-01,1317787,4849526,low,medium,9.949354775632937,42.90784017169014
2018-02-01,1836304,15205680,low,medium,4.9763430096027115,38.667742496870034
2018-08-01,2609089,28300212,low,medium,8.701748644726608,41.57553662349651
2018-05-01,1510761,1345634,low,medium,5.804154371181697,45.5591010147321
2018-05-01,680841,1089315,low,medium,7.097903924123476,44.6491458053713
2018-11-01,2039022,21582442,low,medium,11.000870951924682,35.194063974108005
2018-03-01,1376732,18418067,low,medium,10.188319831666183,35.56306917320469
2018-08-01,1525022,1923681,low,medium,8.900175679205102,42.11743389211832
2018-09-01,554630,14452587,low,medium,9.820615511078252,41.57978506665158
2018-06-01,1334092,6623085,low,medium,9.571189289981989,41.86943032521113
2018-04-01,323150,22482918,low,medium,6.984857622467512,37.65410365206448
2018-02-01,2168268,11598029,low,medium,8.30670114193942,40.354318923785065
2018-09-01,1128884,18781217,low,medium,6.590309647696605,42.08464840892816
2018-10-01,1065855,28138121,low,medium,5.593926023584974,45.005835684295086
2018-10-01,1278746,14036309,low,medium,7.812240234132575,34.72351733192415
