datetime,timber_production,cereal_production,rainfall,temperature,latitude,longitude
2018-06-01,2836816,12625346,medium,medium,5.315851434064379,45.33220439396473
2018-04-01,1712877,15916880,medium,medium,8.613446932784301,44.902549817763514
2018-03-01,1128946,7958356,medium,medium,10.180868705635465,42.82541215321743
2018-01-01,1466560,15540242,medium,medium,5.342269217795291,41.7002096715272
2018-12-01,302390,4202197,medium,medium,8.531737952980102,44.61154315196419
2018-07-01,1709392,17431955,medium,medium,5.8287953108228345,40.0076960320599
2018-09-01,1046538,14261987,medium,medium,7.441261360556035,43.50213281150128
2018-05-01,652859,4130758,medium,medium,7.21297121258687,40.865055914219376
2018-07-01,920896,15382880,medium,medium,12.837722869286269,41.22118805347715
2018-12-01,2527585,16223708,medium,medium,11.159450630429603,39.50334263228445
2018-01-01,1129667,9575306,medium,medium,8.605313787107626,39.312094696843204
2018-01-01,1613579,21281232,medium,medium,10.92325204904521,40.6822264868809
2018-07-01,1233003,23199666,medium,medium,10.78124244405046,36.08300453109248
2018-01-01,1825748,23781782,medium,medium,4.463643185331525,40.51947246418878
2018-03-01,880640,25795388,medium,medium,6.761761173293428,42.36396766394558
2018-07-01,1052473,6986598,medium,medium,14.429766979460304,38.810636639590655
2018-02-01,1861046,3878557,medium,medium,12.724976402876742,36.41035901945271
2018-07-01,2590402,10317563,medium,medium,12.78540095231639,39.62179054084453
2018-06-01,2110224,27589015,medium,medium,9.822751313099644,35.06003924335148
2018-02-01,1247154,19005437,medium,medium,6.433788274525442,35.24305178891139
2018-04-01,2980588,10482122,medium,medium,14.049165536044873,38.2803362424109
2018-07-01,2691649,5047866,medium,medium,13.499358388432817,37.42268011511271
2018-04-01,1219192,7720899,medium,medium,8.96566270905892,42.69305211730162
2018-06-01,2720374,9895848,medium,medium,7.127722982303832,35.84452373877831
2018-01-01,2522416,22973028,medium,medium,10.542046464479764,36.73706986487608
2018-03-01,559885,10674151,medium,medium,8.493140299135758,43.61174037584464
2018-05-01,2523807,6903489,medium,medium,14.20380816793133,39.118754375912985
2018-11-01,2872375,23642897,medium,medium,8.372165396074026,45.74520927030986
2018-11-01,2875203,2947563,medium,medium,13.95449168531386,39.60231189568043
2018-11-01,2388134,15720086,medium,medium,7.866890158026447,45.35704147626272
2018-05-01,2493505,1957509,medium,medium,11.48929430514268,37.88690146825133
2018-07-01,101043,23813492,medium,medium,8.91739688045039,41.094344204630794
2018-09-01,1364748,1644310,medium,medium,6.4921432310452865,45.1627551320131
2018-03-01,2562258,2544357,medium,medium,6.875149562625129,43.87873626767308
2018-03-01,1967423,529600,medium,medium,8.964926342334785,34.956189269647375
2018-06-01,1289455,927379,medium,medium,7.782533175082391,41.644392560052225
2018-11-01,536373,1667117,medium,medium,5.457145601012643,39.64125467959889
2018-07-01,1849859,22718127,medium,medium,11.03256123305058,40.14820669946872
2018-02-01,1677074,18070072,medium,medium,7.536279477213422,38.104253798334355
2018-11-01,2845877,6230870,medium,medium,9.06038796239303,39.91366329445239
2018-11-01,2715398,22668192,medium,medium,9.868818872303901,42.30806305108973
2018-01-01,2038083,10766851,medium,medium,6.61955979211692,39.590829301324284
2018-01-01,1576746,23895594,medium,medium,9.770704260376036,34.17234205555738
2018-03-01,2577503,15998119,medium,medium,14.323522680825617,39.334128374921505
2018-05-01,669820,19801705,medium,medium,13.29738423338742,40.57989993720861
2018-12-01,2406539,18037847,medium,medium,5.614659816849251,37.798076341466306
2018-04-01,1410203,26668309,medium,medium,11.74123786009831,38.1969263452997
2018-04-01,2184015,6044981,medium,medium,9.901275803237887,34.93432335742346
2018-04-01,1977714,29941153,medium,medium,5.797932978235628,39.701905064599224
2018-09-01,2813368,8729441,medium,medium,7.264232758884012,45.459857870224674
2018-09-01,816805,26146504,medium,medium,12.248472219808127,39.33549775747786
