datetime,timber_production,cereal_production,rainfall,temperature,latitude,longitude
2018-10-01,824895,17468726,high,high,8.526556698423633,40.247425247641566
2018-10-01,843304,29864563,high,high,4.44068671073103,40.436734409118245
2018-01-01,2341854,23613475,high,high,11.70655655391421,39.77293709777426
2018-04-01,333965,19062557,high,high,11.312661176025262,36.79916700577238
2018-03-01,2261793,17213343,high,high,5.178236979222642,40.346735655638014
2018-08-01,570350,27312141,high,high,6.451560328958088,45.96942238419473
2018-04-01,444718,11370791,high,high,9.532637931785876,34.83573572324427
2018-12-01,171670,24281251,high,high,6.233028662442459,36.33396999756568
2018-01-01,2263834,18386784,high,high,7.156836511557113,43.13058580726452
2018-02-01,2016365,7590222,high,high,11.369041913609596,37.893429306587926
2018-09-01,1481927,11288857,high,high,14.68691010459817,37.89282298993365
2018-11-01,321214,22374332,high,high,11.394232117125773,38.06027606237434
2018-09-01,1966241,9588047,high,high,10.064749326664298,37.84079221513486
2018-02-01,1786190,19768241,high,high,4.220143223623859,42.08606033568479
2018-01-01,2133725,14695981,high,high,14.218336110039433,39.919861442121324
2018-03-01,1607797,14457435,high,high,12.069722104007539,37.75180664196003
2018-08-01,2802672,22968799,high,high,10.859704578150396,40.01793353269399
2018-04-01,1842786,334604,high,high,11.339181288583184,41.452343547351425
2018-01-01,1712272,3627638,high,high,12.407016894601858,42.3078815070765
2018-07-01,665269,8463757,high,high,8.58382616450641,37.88072740039415
2018-11-01,335669,8232294,high,high,10.75064744075914,36.76199927470852
2018-08-01,335801,17221440,high,high,6.173181124854324,41.85200583768367
2018-07-01,2032200,7382353,high,high,8.145601831486172,40.62312876382442
2018-08-01,2864133,25499227,high,high,6.759249822755012,45.822433084050154
2018-08-01,810599,10632972,high,high,5.049498995874451,39.65074287103201
2018-08-01,627278,7375342,high,high,7.867861552658863,47.590353166698804
2018-06-01,904705,23033409,high,high,9.505833798516694,35.024419478383024
2018-01-01,1586895,918376,high,high,6.6397457059201965,39.57754699854221
2018-09-01,1477990,22870553,high,high,12.622334477949522,39.84513701211301
2018-03-01,1345650,20414066,high,high,7.259031749893488,41.73869351861548
2018-09-01,382511,21246364,high,high,8.674189046903818,35.346506910424154
2018-03-01,514973,16261716,high,high,11.555492115121375,38.11610702643869
2018-04-01,2077346,17799178,high,high,12.145987158087207,37.14001679612919
2018-04-01,1496693,11679845,high,high,10.833233540609598,41.80458871981604
2018-05-01,2016809,16612280,high,high,11.919437207790532,38.3467984174783
2018-05-01,2802807,29656599,high,high,8.174368509520818,43.19808250207008
2018-12-01,753517,11893567,high,high,11.442747444554515,35.28620035159586
2018-01-01,708944,3487114,high,high,8.037607190418575,46.729748715698285
2018-08-01,1507646,18568045,high,high,8.692571732510174,44.80670579311588
2018-07-01,2841205,7464990,high,high,13.911976187105225,40.47459099979446
2018-04-01,1318228,13674383,high,high,5.307363198624065,38.98277484739236
2018-11-01,2727079,12434947,high,high,4.964240545475972,36.88836116080528
2018-11-01,1874726,3936782,high,high,7.492302413032769,40.5540155370211
2018-03-01,1373580,1424295,high,high,14.061418292478358,36.6188025062087
2018-07-01,1557979,22277400,high,high,7.242444560605441,34.796501147657736
2018-08-01,143751,13669848,high,high,5.10374498093976,40.4293962472868
2018-07-01,1154700,18044656,high,high,3.7011978411604005,39.39963275738797
2018-08-01,1358247,19478637,high,high,12.134606537395776,38.094352658926866
2018-03-01,1761876,278288,high,high,7.531726231245782,38.393566758988406
2018-12-01,348265,4017211,high,high,10.44668749794377,36.701850653294514
2018-03-01,104203,16973821,high,high,7.389926012272436,46.07390238100175
2018-08-01,1500972,6400812,high,high,6.618895042759567,35.65494628087034
2018-12-01,2699446,18895189,high,high,3.850864749659187,39.318742804453436
2018-11-01,2211296,6052227,high,high,6.074079695541701,44.491904050438734
2018-01-01,2706464,19801260,high,high,8.878548648727818,36.66920015883922
2018-07-01,622000,27758980,high,high,6.170332944252833,45.93674284352178
2018-12-01,436716,27239490,high,high,12.982951783113265,36.777729598676856
2018-09-01,1606785,18336410,high,high,7.455523260623253,38.489737338994416
2018-10-01,2901329,1470287,high,high,8.971307911040519,36.75289078918555
2018-07-01,1903310,11263538,high,high,8.930753352636568,43.464600761918106
2018-06-01,434302,25075783,high,high,7.766354658302407,43.82650594652351
2018-10-01,1948407,19155160,high,high,13.611098323574623,36.77724453890871
2018-04-01,1355945,19490332,high,high,5.901446453111294,45.231749517747176
2018-09-01,466396,26798294,high,high,7.800525021161137,39.91509632995298
2018-02-01,1816053,1452385,high,high,8.98715946196906,40.96592004781618
2018-07-01,1740514,29010017,high,high,7.296654534095428,36.21892773841479
2018-01-01,1746319,11117081,high,high,9.454614344815766,37.65249911081957
2018-10-01,2865969,23093303,high,high,7.182031498096499,42.517682463277836
2018-11-01,2330534,14198162,high,high,8.926586508548983,35.49239577941577
2018-04-01,769057,8517229,high,high,6.333862275588745,45.06563844049492
2018-06-01,519715,13928222,high,high,13.246759654974253,40.40860783867806
2018-11-01,1723900,23735349,high,high,12.296222734951089,36.388447904177866
2018-02-01,2390636,14741315,high,high,9.750221846959422,40.92602345931644
2018-12-01,1397831,9385036,high,high,12.320889062029066,39.40514395592436
2018-02-01,1313543,18702189,high,high,4.257235084903161,42.727794368846695
2018-05-01,2597840,8261237,high,high,11.594630252396563,36.39324000389646
2018-12-01,1057775,18324763,high,high,11.337809353590746,38.622161930911844
2018-01-01,1184317,5171324,high,high,7.362607708007762,40.357251133321355
2018-10-01,2813753,23747304,high,high,6.089366380983057,37.996502772153825
2018-04-01,1793528,17400630,high,high,4.374808453990031,42.32714919475319
2018-06-01,1363519,17546791,high,high,4.849541652605927,36.99495481203173
2018-12-01,158076,21794911,high,high,11.979624737685965,37.97636773093384
2018-09-01,2759037,6793051,high,high,11.052919889267537,38.351943472158155
2018-11-01,848782,16048191,high,high,8.968124514874688,41.43796511810457
2018-03-01,1393029,22740230,high,high,5.980660337107554,40.10550267730595
2018-03-01,2931011,29229314,high,high,4.4946756355347475,42.67488686532385
2018-02-01,1138632,27015908,high,high,12.449623891069693,38.446685096444774
2018-09-01,789144,2364674,high,high,13.525591229799971,38.195703576555566
2018-03-01,996431,9007273,high,high,11.85841768432713,37.65446459313051
2018-02-01,2365806,23732384,high,high,9.54216493122342,42.2121140738677
2018-11-01,742936,799988,high,high,13.807954453066639,37.48910525308364
2018-03-01,1738792,24257739,high,high,10.645092903545512,41.48651131315512
2018-12-01,2430711,16984628,high,high,7.7716539290759155,46.519498656271175
2018-05-01,1635583,4022898,high,high,10.731034904934813,42.03323413536723
2018-09-01,1111946,12022829,high,high,7.251748402992968,44.805681175822514
2018-06-01,2561480,22231954,high,high,7.230964945182377,36.34573322351032
2018-06-01,1395850,21042714,high,high,5.314427926500968,42.86492475022661
2018-12-01,1710545,24300264,high,high,10.626321026367265,36.97308239050873
2018-06-01,2456864,1992179,high,high,9.017286049568252,40.20293541918088
2018-04-01,1907513,6128876,high,high,5.141176646483748,37.027057298842166
2018-01-01,2105041,12979079,high,high,9.7652266327209,39.529624813631834
2018-10-01,299505,4444582,high,high,8.307381855481275,45.89199747221222
2018-03-01,613816,23909659,high,high,5.069727609634472,39.47106503023314
2018-07-01,685568,20861693,high,high,6.225874508061684,43.795639418748124
2018-07-01,578004,1721323,high,high,5.976367849732275,43.05398905722718
2018-11-01,2028237,29342491,high,high,6.185161808726776,38.20134155595589
2018-06-01,691412,4500808,high,high,10.64816339190935,36.10918414073969
2018-04-01,665323,8277374,high,high,11.774558825672296,38.532553991552135
2018-11-01,1154325,5691368,high,high,13.506301918201391,37.650981487207325
2018-01-01,2630525,19420892,high,high,7.684452162232318,40.61020987110137
2018-01-01,2517195,21793190,high,high,7.059627792796646,37.42552650086378
2018-10-01,1342084,18597497,high,high,12.908548561528887,37.067355369700834
2018-05-01,1760105,3541730,high,high,9.76365552617802,38.508916697769926
2018-06-01,317455,15884274,high,high,7.673334750943048,42.24192306989311
2018-02-01,2964997,14981463,high,high,8.45247250878165,37.10802812545517
2018-02-01,2844972,14365382,high,high,7.421195977910624,43.00858887019582
2018-11-01,1150348,24515705,high,high,8.62677176582571,41.39032417582375
2018-04-01,527604,2778364,high,high,4.986150841217435,42.051277951935724
2018-09-01,246035,4273884,high,high,7.800242598052128,40.603565384465604
2018-06-01,1824725,28683873,high,high,9.216229844426433,40.11765174726468
2018-03-01,2762350,2123481,high,high,14.314210561079806,37.304122566244374
2018-11-01,1564796,9187702,high,high,11.503917334767412,39.54316489045202
2018-12-01,2188283,6269542,high,high,9.736562857557237,36.12347199418293
2018-08-01,1813490,23641672,high,high,9.270745938265051,43.01630792503581
2018-02-01,989014,24844189,high,high,9.335535516600643,40.09274889845301
2018-05-01,2243712,21015184,high,high,4.770655507354599,36.08827683142355
2018-07-01,450251,19407981,high,high,14.351517709275159,37.85618643607621
2018-09-01,2567419,10199985,high,high,4.777678177350404,37.40395598677305
2018-12-01,1097741,18144674,high,high,7.267665739435783,37.1167573943638
2018-06-01,1903838,1994688,high,high,5.954954824432333,35.39164250235189
2018-09-01,2272496,15682207,high,high,10.878694486529527,37.52967782694958
2018-09-01,2082922,9628427,high,high,4.799766811065467,38.15986382680177
2018-10-01,1125847,8296835,high,high,9.462310609449656,35.10423874360452
2018-05-01,1384759,19805391,high,high,8.299193003347295,37.395084639678345
2018-07-01,2546137,28586955,high,high,8.840592655834755,35.00801677693413
2018-02-01,2722425,29376609,high,high,6.546045130472635,44.85274909477763
2018-01-01,1749001,24565427,high,high,10.593636014423137,39.88770201249014
2018-11-01,372035,12167315,high,high,4.106069457342243,40.24163332053928
2018-03-01,644639,5616822,high,high,11.717236376416022,36.667511503117055
2018-06-01,593545,15177862,high,high,9.192968257140908,35.84101053483246
2018-01-01,307132,17986511,high,high,13.473615980888484,36.61412873393552
2018-03-01,257577,131420,high,high,12.925203363033235,39.58572523545463
2018-12-01,1148366,1767649,high,high,7.53383859555961,45.11600928646487
2018-09-01,2710163,24368773,high,high,8.507857672949134,38.28883150281623
2018-12-01,2617998,26547309,high,high,6.565145209576883,43.673914919233475
2018-10-01,366601,27814752,high,high,10.73805498639099,36.23800048376448
2018-07-01,616159,3904253,high,high,12.483821327040399,37.55150175228964
2018-05-01,535175,21050480,high,high,7.611216459473823,34.81617079334331
2018-03-01,837806,757543,high,high,12.35354279667555,40.34731820032249
2018-07-01,2768548,802686,high,high,7.019472897820442,34.53910451456538
2018-11-01,1167673,22484292,high,high,8.7964460198463,42.721714772154
2018-04-01,204544,2740060,high,high,10.89059747592194,40.602385786788695
2018-03-01,2760024,5852849,high,high,5.8522147656588865,44.67556676961905
2018-07-01,2952986,22610728,high,high,10.470042082513626,36.578075980406965
2018-10-01,1477031,7246264,high,high,7.162327573681465,37.288858080458375
2018-03-01,1319121,24182555,high,high,12.903969526713743,36.6408008712712
2018-03-01,1098706,7814847,high,high,8.290651125386372,43.32598977469358
2018-12-01,574030,8561974,high,high,8.01616447350171,36.9134539945321
2018-12-01,502354,2991739,high,high,9.555752671543026,39.67527069320281
2018-09-01,1288716,27953694,high,high,5.764488857369729,36.43021656629982
2018-02-01,2953152,6951276,high,high,5.211111366015906,39.19042778181845
2018-04-01,1599433,10146251,high,high,11.513326900243255,38.93312763119599
2018-10-01,2854105,9955675,high,high,5.757873154824226,45.66117159983554
2018-08-01,2238697,29166912,high,high,12.214135314307171,36.9712122720464
2018-05-01,981284,7834139,high,high,5.228939512018092,38.84951877840987
2018-06-01,1331185,4323557,high,high,9.404495526344984,43.42974424989022
2018-10-01,2966605,20667047,high,high,9.35084803519945,38.21484299805539
2018-04-01,159512,19350310,high,high,5.312293721200778,45.09499238999924
2018-06-01,337090,16411093,high,high,10.34804587836038,39.37535949235948
2018-11-01,2767246,2816633,high,high,9.209471100349724,37.40991463910851
2018-10-01,368110,5301181,high,high,7.866013095660777,40.03934444577593
2018-05-01,1931807,21857143,high,high,8.447715711411343,40.34953989243369
2018-04-01,2829979,18452955,high,high,12.764486499180991,37.185272869868584
2018-06-01,474045,17571536,high,high,10.858099882386833,36.55981413134035
2018-08-01,2573458,2958600,high,high,14.10931223699728,38.171195171467865
2018-07-01,1840022,10910529,high,high,7.409907238841218,45.32187457408206
2018-09-01,670746,23421164,high,high,10.029676927309218,35.77992959127435
2018-08-01,167643,3139798,high,high,13.432220553240446,37.43579034470178
2018-05-01,2365998,10855167,high,high,10.737871294683137,39.28452078797044
2018-10-01,2791414,22764537,high,high,11.702914035789147,38.330099671754816
2018-12-01,1547361,24800715,high,high,10.488730809172534,39.33428679651897
2018-10-01,1202464,15147610,high,high,6.897082778186446,37.4951758867183
2018-04-01,2516860,11119201,high,high,5.345426463833095,38.619508189750405
2018-03-01,196540,13433437,high,high,6.708427766311415,44.593586071987595
2018-05-01,639549,27518454,high,high,7.8333319603506375,40.26555905286804
2018-08-01,2283582,8982148,high,high,5.729721659292915,44.54441783511264
2018-05-01,135713,28589330,high,high,4.410889941529758,38.395320088942
2018-04-01,2489367,23641182,high,high,13.222425701533224,39.03692462182217
